Date,Adj Close
11/05/2022,86.101357
12/05/2022,85.974251
13/05/2022,88.350212
16/05/2022,88.06665
17/05/2022,89.885284
18/05/2022,86.893349
19/05/2022,87.118233
20/05/2022,87.362671
23/05/2022,88.731529
24/05/2022,87.978668
25/05/2022,88.604424
26/05/2022,90.100395
27/05/2022,91.919022
31/05/2022,91.469254
01/06/2022,90.784821
02/06/2022,92.623016
03/06/2022,91.136818
06/06/2022,91.4888
07/06/2022,92.16346
08/06/2022,91.25415
09/06/2022,89.191078
10/06/2022,86.854233
13/06/2022,83.617859
14/06/2022,83.353867
15/06/2022,84.673828
16/06/2022,82.014328
17/06/2022,82.102325
21/06/2022,83.823715
22/06/2022,83.351021
23/06/2022,83.853256
24/06/2022,86.374275
27/06/2022,86.157616
28/06/2022,84.936501
29/06/2022,84.680466
30/06/2022,84.040352
01/07/2022,84.562286
05/07/2022,84.119141
06/07/2022,84.168381
07/07/2022,85.507668
08/07/2022,85.478127
11/07/2022,84.207771
12/07/2022,83.725227
13/07/2022,83.429802
14/07/2022,82.789696
15/07/2022,84.17823
18/07/2022,84.030518
19/07/2022,86.177315
20/07/2022,86.462906
21/07/2022,87.378738
22/07/2022,86.63031
25/07/2022,86.955284
26/07/2022,85.901581
27/07/2022,87.979431
28/07/2022,88.836189
29/07/2022,89.909592
01/08/2022,89.692947
02/08/2022,88.993759
03/08/2022,90.047462
04/08/2022,90.195175
05/08/2022,89.988373
08/08/2022,90.116402
09/08/2022,89.633858
10/08/2022,91.613243
11/08/2022,91.672333
12/08/2022,92.913155
15/08/2022,92.932838
16/08/2022,93.041168
17/08/2022,92.302597
18/08/2022,92.312431
19/08/2022,91.022385
22/08/2022,89.338432
23/08/2022,89.299034
24/08/2022,89.594467
25/08/2022,90.894371
26/08/2022,88.196091
29/08/2022,87.713554
30/08/2022,86.827255
31/08/2022,86.265945
01/09/2022,85.950821
02/09/2022,85.222084
06/09/2022,84.808479
07/09/2022,86.039452
08/09/2022,86.443199
09/09/2022,88.087761
12/09/2022,89.13163
13/09/2022,85.635681
14/09/2022,85.990204
15/09/2022,85.113762
16/09/2022,84.404716
19/09/2022,84.922195
20/09/2022,83.814041
21/09/2022,82.48822
22/09/2022,81.845085
23/09/2022,79.975082
26/09/2022,79.015335
27/09/2022,78.748192
28/09/2022,80.390633
29/09/2022,78.876816
30/09/2022,78.0457
03/10/2022,79.975082
04/10/2022,82.686096
05/10/2022,82.290329
06/10/2022,81.370155
07/10/2022,79.401215
10/10/2022,78.728409
11/10/2022,78.035812
12/10/2022,77.837921
13/10/2022,79.510056
14/10/2022,77.847816
17/10/2022,79.895927
18/10/2022,80.667671
19/10/2022,79.816765
20/10/2022,79.440788
21/10/2022,81.093124
24/10/2022,81.251434
25/10/2022,82.745461
26/10/2022,82.765251
27/10/2022,82.300224
28/10/2022,83.616158
31/10/2022,83.022507
01/11/2022,83.190704
02/11/2022,81.439423
03/11/2022,80.816086
04/11/2022,82.705887
07/11/2022,83.250069
08/11/2022,83.843719
09/11/2022,82.230965
10/11/2022,86.683365
11/11/2022,87.949829
14/11/2022,87.098923
15/11/2022,87.979507
16/11/2022,87.237442
17/11/2022,87.029663
18/11/2022,87.237442
21/11/2022,86.722939
22/11/2022,87.840996
23/11/2022,88.513802
25/11/2022,88.61274
28/11/2022,87.33638
29/11/2022,87.514481
30/11/2022,89.898994
01/12/2022,90.106773
02/12/2022,90.057297
05/12/2022,88.503899
06/12/2022,87.563957
07/12/2022,87.415535
08/12/2022,88.078453
09/12/2022,87.623322
12/12/2022,88.434647
13/12/2022,89.255867
14/12/2022,88.889778
15/12/2022,86.69326
16/12/2022,85.881935
19/12/2022,85.361626
20/12/2022,85.560974
21/12/2022,86.677338
22/12/2022,85.630753
23/12/2022,86.029449
27/12/2022,86.019485
28/12/2022,84.942993
29/12/2022,86.408218
