Date,Adj Close
11/05/2022,257.455933
12/05/2022,252.317703
13/05/2022,258.019196
16/05/2022,258.394684
17/05/2022,263.651459
18/05/2022,251.647507
19/05/2022,250.716522
20/05/2022,250.142059
23/05/2022,258.154602
24/05/2022,257.13446
25/05/2022,260.006744
26/05/2022,263.35437
27/05/2022,270.624084
31/05/2022,269.267212
01/06/2022,269.811951
02/06/2022,271.951233
03/06/2022,267.434906
06/06/2022,266.177094
07/06/2022,269.891174
08/06/2022,267.821167
09/06/2022,262.255005
10/06/2022,250.567963
13/06/2022,239.940689
14/06/2022,242.149338
15/06/2022,249.349731
16/06/2022,242.624725
17/06/2022,245.279068
21/06/2022,251.310791
22/06/2022,250.706619
23/06/2022,256.381744
24/06/2022,265.137177
27/06/2022,262.354034
28/06/2022,254.024536
29/06/2022,257.768372
30/06/2022,254.371185
01/07/2022,257.094818
05/07/2022,260.333557
06/07/2022,263.661377
07/07/2022,265.830444
08/07/2022,265.097504
11/07/2022,261.977692
12/07/2022,251.241455
13/07/2022,250.300537
14/07/2022,251.647507
15/07/2022,254.262253
18/07/2022,251.815903
19/07/2022,257.04538
20/07/2022,259.759125
21/07/2022,262.304504
22/07/2022,257.867401
25/07/2022,256.352051
26/07/2022,249.488373
27/07/2022,266.167145
28/07/2022,273.763763
29/07/2022,278.052277
01/08/2022,275.34845
02/08/2022,272.188965
03/08/2022,279.765686
04/08/2022,280.934418
05/08/2022,280.201508
08/08/2022,277.636292
09/08/2022,279.597351
10/08/2022,286.391663
11/08/2022,284.272156
12/08/2022,289.115356
15/08/2022,290.660431
16/08/2022,289.907684
17/08/2022,289.143433
18/08/2022,288.002014
19/08/2022,284.012054
22/08/2022,275.674835
23/08/2022,274.374603
24/08/2022,273.729462
25/08/2022,276.766632
26/08/2022,266.087006
29/08/2022,263.248383
30/08/2022,261.005249
31/08/2022,259.516479
01/09/2022,258.454437
02/09/2022,254.146866
06/09/2022,251.357864
07/09/2022,256.161713
08/09/2022,256.58847
09/09/2022,262.484131
12/09/2022,264.657745
13/09/2022,250.107285
14/09/2022,250.335556
15/09/2022,243.546677
16/09/2022,242.911453
19/09/2022,242.6931
20/09/2022,240.638565
21/09/2022,237.164719
22/09/2022,239.179535
23/09/2022,236.14241
26/09/2022,235.675919
27/09/2022,234.643692
28/09/2022,239.268875
29/09/2022,235.72554
30/09/2022,231.159897
03/10/2022,238.941345
04/10/2022,247.020538
05/10/2022,247.33812
06/10/2022,244.946136
07/10/2022,232.489899
10/10/2022,227.537186
11/10/2022,223.725876
12/10/2022,224.063339
13/10/2022,232.489899
14/10/2022,226.852325
17/10/2022,235.75531
18/10/2022,236.718063
19/10/2022,234.713165
20/10/2022,234.38562
21/10/2022,240.311035
24/10/2022,245.402695
25/10/2022,248.787216
26/10/2022,229.591721
27/10/2022,225.055847
28/10/2022,234.107712
31/10/2022,230.39566
01/11/2022,226.465256
02/11/2022,218.455551
03/11/2022,212.649261
04/11/2022,219.735916
07/11/2022,226.167496
08/11/2022,227.160019
09/11/2022,222.832596
10/11/2022,241.164597
11/11/2022,245.263748
14/11/2022,239.745285
15/11/2022,240.16214
16/11/2022,240.600082
17/11/2022,240.550308
18/11/2022,240.092468
21/11/2022,240.918594
22/11/2022,243.884659
23/11/2022,246.422745
25/11/2022,246.33316
28/11/2022,240.629944
29/11/2022,239.206635
30/11/2022,253.947403
01/12/2022,253.499496
02/12/2022,253.827957
05/12/2022,249.030487
06/12/2022,243.974228
07/12/2022,243.227737
08/12/2022,246.243576
09/12/2022,244.272827
12/12/2022,251.329681
13/12/2022,255.719086
14/12/2022,256.0177
15/12/2022,247.846054
16/12/2022,243.546249
19/12/2022,239.326065
20/12/2022,240.669754
21/12/2022,243.287445
22/12/2022,237.07663
23/12/2022,237.614105
27/12/2022,235.852386
28/12/2022,233.433731
29/12/2022,239.883438
