Date,Adj Close
11/05/2022,105.372002
12/05/2022,106.930496
13/05/2022,113.055
16/05/2022,110.810501
17/05/2022,115.3685
18/05/2022,107.112503
19/05/2022,107.319
20/05/2022,107.591003
23/05/2022,107.556999
24/05/2022,104.099998
25/05/2022,106.775002
26/05/2022,111.077499
27/05/2022,115.1465
31/05/2022,120.209503
01/06/2022,121.683998
02/06/2022,125.511002
03/06/2022,122.349998
06/06/2022,124.790001
07/06/2022,123
08/06/2022,121.18
09/06/2022,116.150002
10/06/2022,109.650002
13/06/2022,103.669998
14/06/2022,102.309998
15/06/2022,107.669998
16/06/2022,103.660004
17/06/2022,106.220001
21/06/2022,108.68
22/06/2022,108.949997
23/06/2022,112.440002
24/06/2022,116.459999
27/06/2022,113.220001
28/06/2022,107.400002
29/06/2022,108.919998
30/06/2022,106.209999
01/07/2022,109.559998
05/07/2022,113.5
06/07/2022,114.330002
07/07/2022,116.330002
08/07/2022,115.540001
11/07/2022,111.75
12/07/2022,109.220001
13/07/2022,110.400002
14/07/2022,110.629997
15/07/2022,113.550003
18/07/2022,113.760002
19/07/2022,118.209999
20/07/2022,122.769997
21/07/2022,124.629997
22/07/2022,122.419998
25/07/2022,121.139999
26/07/2022,114.809998
27/07/2022,120.970001
28/07/2022,122.279999
29/07/2022,134.949997
01/08/2022,135.389999
02/08/2022,134.160004
03/08/2022,139.520004
04/08/2022,142.570007
05/08/2022,140.800003
08/08/2022,139.410004
09/08/2022,137.830002
10/08/2022,142.690002
11/08/2022,140.639999
12/08/2022,143.550003
15/08/2022,143.179993
16/08/2022,144.779999
17/08/2022,142.100006
18/08/2022,142.300003
19/08/2022,138.229996
22/08/2022,133.220001
23/08/2022,133.619995
24/08/2022,133.800003
25/08/2022,137.279999
26/08/2022,130.75
29/08/2022,129.789993
30/08/2022,128.729996
31/08/2022,126.769997
01/09/2022,127.82
02/09/2022,127.510002
06/09/2022,126.110001
07/09/2022,129.479996
08/09/2022,129.820007
09/09/2022,133.270004
12/09/2022,136.449997
13/09/2022,126.82
14/09/2022,128.550003
15/09/2022,126.279999
16/09/2022,123.529999
19/09/2022,124.660004
20/09/2022,122.190002
21/09/2022,118.540001
22/09/2022,117.309998
23/09/2022,113.779999
26/09/2022,115.150002
27/09/2022,114.410004
28/09/2022,118.010002
29/09/2022,114.800003
30/09/2022,113
03/10/2022,115.879997
04/10/2022,121.089996
05/10/2022,120.949997
06/10/2022,120.300003
07/10/2022,114.559998
10/10/2022,113.669998
11/10/2022,112.209999
12/10/2022,112.900002
13/10/2022,112.529999
14/10/2022,106.900002
17/10/2022,113.790001
18/10/2022,116.360001
19/10/2022,115.07
20/10/2022,115.25
21/10/2022,119.32
24/10/2022,119.82
25/10/2022,120.599998
26/10/2022,115.660004
27/10/2022,110.959999
28/10/2022,103.410004
31/10/2022,102.440002
01/11/2022,96.790001
02/11/2022,92.120003
03/11/2022,89.300003
04/11/2022,90.980003
07/11/2022,90.529999
08/11/2022,89.980003
09/11/2022,86.139999
10/11/2022,96.629997
11/11/2022,100.790001
14/11/2022,98.489998
15/11/2022,98.940002
16/11/2022,97.120003
17/11/2022,94.849998
18/11/2022,94.139999
21/11/2022,92.459999
22/11/2022,93.199997
23/11/2022,94.129997
25/11/2022,93.410004
28/11/2022,93.949997
29/11/2022,92.419998
30/11/2022,96.540001
01/12/2022,95.5
02/12/2022,94.129997
05/12/2022,91.010002
06/12/2022,88.25
07/12/2022,88.459999
08/12/2022,90.349998
09/12/2022,89.089996
12/12/2022,90.550003
13/12/2022,92.489998
14/12/2022,91.580002
15/12/2022,88.449997
16/12/2022,87.860001
19/12/2022,84.919998
20/12/2022,85.190002
21/12/2022,86.769997
22/12/2022,83.790001
23/12/2022,85.25
27/12/2022,83.040001
28/12/2022,81.82
29/12/2022,84.18
