Date,Adj Close
11/05/2022,45.036354
12/05/2022,45.205662
13/05/2022,45.318535
16/05/2022,46.12746
17/05/2022,46.033398
18/05/2022,45.986366
19/05/2022,46.183891
20/05/2022,46.588356
23/05/2022,46.720039
24/05/2022,47.670055
25/05/2022,48.196796
26/05/2022,47.961647
27/05/2022,48.347298
31/05/2022,48.243824
01/06/2022,48.347298
02/06/2022,48.243824
03/06/2022,47.792336
06/06/2022,48.196796
07/06/2022,48.582451
08/06/2022,48.488384
09/06/2022,47.914612
10/06/2022,47.801739
13/06/2022,46.644791
14/06/2022,46.24033
15/06/2022,46.23093
16/06/2022,45.939335
17/06/2022,46.118046
21/06/2022,47.641842
22/06/2022,47.773521
23/06/2022,48.996315
24/06/2022,47.933422
27/06/2022,47.933422
28/06/2022,47.463123
29/06/2022,47.914612
30/06/2022,47.735893
01/07/2022,48.573036
05/07/2022,48.366104
06/07/2022,48.45076
07/07/2022,48.298367
08/07/2022,48.088837
11/07/2022,48.098358
12/07/2022,48.365044
13/07/2022,48.10788
14/07/2022,48.088837
15/07/2022,48.593628
18/07/2022,47.888817
19/07/2022,48.050735
20/07/2022,46.736366
21/07/2022,45.393417
22/07/2022,42.336079
25/07/2022,42.631332
26/07/2022,42.783722
27/07/2022,42.7742
28/07/2022,43.383762
29/07/2022,43.993328
01/08/2022,44.059994
02/08/2022,43.183754
03/08/2022,43.174229
04/08/2022,42.317028
05/08/2022,42.812298
08/08/2022,42.421799
09/08/2022,42.555141
10/08/2022,42.707531
11/08/2022,42.650387
12/08/2022,43.002789
15/08/2022,43.393291
16/08/2022,43.621876
17/08/2022,43.183754
18/08/2022,42.08844
19/08/2022,42.307507
22/08/2022,42.069393
23/08/2022,41.402687
24/08/2022,41.478882
25/08/2022,41.659847
26/08/2022,41.193146
29/08/2022,41.269344
30/08/2022,40.507385
31/08/2022,39.821629
01/09/2022,39.821629
02/09/2022,39.335884
06/09/2022,39.145393
07/09/2022,39.12635
08/09/2022,39.354935
09/09/2022,40.231178
12/09/2022,40.726448
13/09/2022,39.764484
14/09/2022,39.316833
15/09/2022,39.078724
16/09/2022,39.288258
19/09/2022,39.27874
20/09/2022,38.659649
21/09/2022,37.602436
22/09/2022,38.031036
23/09/2022,37.640537
26/09/2022,37.078594
27/09/2022,37.040497
28/09/2022,37.516716
29/09/2022,36.802387
30/09/2022,36.164253
03/10/2022,37.297657
04/10/2022,37.916748
05/10/2022,37.526245
06/10/2022,36.64782
07/10/2022,35.689007
10/10/2022,35.466251
11/10/2022,34.807682
12/10/2022,34.55587
13/10/2022,35.253189
14/10/2022,35.233818
17/10/2022,36.00861
18/10/2022,35.902077
19/10/2022,35.417831
20/10/2022,35.834286
21/10/2022,34.236263
24/10/2022,34.836735
25/10/2022,35.282242
26/10/2022,35.282242
27/10/2022,35.040119
28/10/2022,36.483173
31/10/2022,36.192627
01/11/2022,36.192627
02/11/2022,36.521915
03/11/2022,35.979561
04/11/2022,36.066723
07/11/2022,36.018295
08/11/2022,36.676872
09/11/2022,36.43475
10/11/2022,37.306396
11/11/2022,37.093327
14/11/2022,37.103012
15/11/2022,36.51223
16/11/2022,36.686558
17/11/2022,36.957737
18/11/2022,37.335449
21/11/2022,37.403244
22/11/2022,37.964973
23/11/2022,37.69379
25/11/2022,37.790642
28/11/2022,37.035217
29/11/2022,37.132065
30/11/2022,37.7519
01/12/2022,37.122383
02/12/2022,36.977108
05/12/2022,35.902077
06/12/2022,35.727749
07/12/2022,35.998924
08/12/2022,35.931133
09/12/2022,36.221684
12/12/2022,36.754353
13/12/2022,36.667187
14/12/2022,36.270107
15/12/2022,36.580021
16/12/2022,35.950504
19/12/2022,35.863338
20/12/2022,35.8246
21/12/2022,36.58971
22/12/2022,37.103012
23/12/2022,37.19986
27/12/2022,38.013393
28/12/2022,37.587257
29/12/2022,38.023079
